queue_length,arrival_rate,departure_rate,time_of_day,is_bottleneck
9,9.55,5.1,15,FALSE
29,6.6,8.01,11,FALSE
39,1.09,2.42,14,FALSE
15,7.71,5.06,11,TRUE
33,7.34,8.41,11,FALSE
46,5.98,1.95,16,TRUE
27,6.1,0.52,21,TRUE
7,8.0,6.18,15,FALSE
41,8.61,9.55,17,FALSE
20,8.4,5.53,12,TRUE
2,5.1,0.25,20,FALSE
28,1.25,9.18,21,FALSE
30,7.85,5.32,15,TRUE
43,3.74,2.75,19,FALSE
41,3.1,3.32,7,FALSE
33,5.54,4.25,9,FALSE
29,8.64,7.74,8,FALSE
31,0.31,8.06,12,FALSE
6,6.26,6.46,20,FALSE
15,9.75,5.85,8,TRUE
14,5.95,7.31,12,FALSE
21,4.85,3.35,20,FALSE
12,9.28,5.73,8,TRUE
9,8.58,5.89,17,FALSE
18,9.8,1.49,15,TRUE
45,9.57,7.9,13,TRUE
32,3.04,2.05,18,FALSE
38,3.22,6.22,12,FALSE
39,8.04,5.6,21,TRUE
40,1.48,5.1,17,FALSE
30,1.93,4.53,17,FALSE
12,9.8,9.04,14,FALSE
37,1.71,8.45,18,FALSE
34,8.87,5.21,10,TRUE
28,4.75,8.61,16,FALSE
27,8.04,8.75,20,FALSE
43,2.76,0.7,9,TRUE
21,0.9,0.74,9,FALSE
15,1.59,4.43,16,FALSE
28,8.91,7.97,11,FALSE
2,6.62,2.98,8,FALSE
42,4.24,7.94,12,FALSE
0,8.85,5.14,14,FALSE
2,3.67,9.88,15,FALSE
6,4.64,0.01,13,FALSE
42,9.93,5.12,21,TRUE
44,2.7,2.84,7,FALSE
18,1.34,4.94,11,FALSE
32,4.01,0.74,13,TRUE
30,7.38,6.09,16,FALSE
5,2.29,4.76,12,FALSE
39,9.27,0.27,8,TRUE
38,6.63,8.73,11,FALSE
44,0.95,8.43,11,FALSE
22,4.34,6.63,16,FALSE
1,5.63,9.45,12,FALSE
33,6.98,4.11,18,TRUE
21,9.14,2.46,14,TRUE
24,0.99,2.83,19,FALSE
15,0.76,3.56,15,FALSE
25,7.16,4.72,15,TRUE
20,5.56,9.78,17,FALSE
35,7.96,9.33,18,FALSE
13,1.94,2.51,10,FALSE
32,5.82,8.36,7,FALSE
19,4.19,6.98,9,FALSE
1,6.65,0.63,18,FALSE
10,4.58,1.08,21,FALSE
31,3.49,0.0,12,TRUE
36,9.78,7.4,16,TRUE
14,7.87,3.06,14,TRUE
3,3.79,1.95,21,FALSE
22,9.71,7.51,10,TRUE
20,3.99,1.07,17,TRUE
2,0.99,9.07,17,FALSE
28,1.53,6.93,12,FALSE
17,0.17,9.72,15,FALSE
11,3.86,4.56,19,FALSE
27,4.91,1.33,9,TRUE
39,3.68,9.01,8,FALSE
46,5.2,8.28,8,FALSE
39,2.72,8.74,18,FALSE
16,3.42,1.86,8,TRUE
43,2.12,3.82,21,FALSE
9,4.32,8.14,15,FALSE
41,7.01,8.11,8,FALSE
39,0.13,4.86,10,FALSE
7,7.7,8.61,7,FALSE
48,6.76,9.54,12,FALSE
46,8.67,8.48,19,FALSE
7,5.09,3.98,7,FALSE
15,7.66,1.64,7,TRUE
44,4.25,3.65,21,FALSE
11,1.15,9.5,11,FALSE
46,4.39,2.57,11,TRUE
5,0.35,2.33,7,FALSE
6,3.32,6.09,12,FALSE
26,3.52,7.33,16,FALSE
45,7.37,6.58,21,FALSE
10,0.47,0.81,17,FALSE
1,9.58,9.5,11,FALSE
14,1.05,0.33,15,FALSE
25,8.33,1.76,13,TRUE
46,7.78,9.71,18,FALSE
15,4.0,2.48,21,TRUE
8,4.09,6.95,12,FALSE
25,1.54,0.79,19,FALSE
30,4.97,7.05,15,FALSE
33,1.13,6.51,8,FALSE
21,3.52,8.6,7,FALSE
44,5.29,7.64,14,FALSE
46,0.44,9.1,11,FALSE
49,6.66,8.11,14,FALSE
6,6.87,4.31,18,FALSE
39,1.43,6.53,12,FALSE
9,7.07,8.99,15,FALSE
7,2.39,4.43,16,FALSE
31,3.21,5.53,15,FALSE
1,8.21,5.88,11,FALSE
49,1.38,5.16,9,FALSE
26,4.41,3.03,21,FALSE
41,1.4,9.51,7,FALSE
30,5.66,2.25,11,TRUE
35,4.1,8.34,20,FALSE
33,7.47,3.25,14,TRUE
31,2.62,7.1,20,FALSE
22,3.51,9.13,18,FALSE
44,3.57,8.07,8,FALSE
23,0.48,3.05,10,FALSE
1,0.58,3.51,7,FALSE
19,7.6,6.89,15,FALSE
4,6.01,2.24,18,FALSE
45,2.74,5.26,21,FALSE
23,4.21,6.88,9,FALSE
36,6.45,3.67,8,TRUE
40,5.16,4.24,10,FALSE
26,4.31,2.89,20,FALSE
6,2.04,9.55,21,FALSE
46,6.15,7.99,19,FALSE
12,7.57,2.0,15,TRUE
27,8.99,8.99,18,FALSE
25,1.79,2.98,11,FALSE
49,7.07,5.86,11,FALSE
24,1.34,8.91,11,FALSE
27,3.79,8.02,7,FALSE
23,0.88,5.74,15,FALSE
7,2.34,1.0,14,FALSE
50,8.64,6.46,14,TRUE
41,1.44,7.67,12,FALSE
23,4.48,2.41,10,TRUE
25,7.4,9.86,16,FALSE
7,6.54,3.45,7,FALSE
0,0.24,1.12,12,FALSE
50,6.4,5.57,10,FALSE
47,2.03,1.67,13,FALSE
34,2.18,4.79,21,FALSE
18,7.37,0.2,15,TRUE
24,4.82,5.4,8,FALSE
9,8.16,8.82,10,FALSE
3,1.73,8.8,21,FALSE
14,0.98,2.73,9,FALSE
17,1.38,3.05,11,FALSE
30,7.42,7.9,10,FALSE
17,2.58,4.24,11,FALSE
20,2.22,4.97,9,FALSE
42,4.31,5.66,21,FALSE
9,1.69,1.85,12,FALSE
10,7.1,1.06,12,FALSE
17,2.49,8.32,13,FALSE
44,9.66,4.42,18,TRUE
46,2.87,4.05,12,FALSE
38,2.32,7.26,10,FALSE
20,6.4,6.17,7,FALSE
5,7.82,1.56,21,FALSE
39,2.63,3.07,12,FALSE
10,0.14,8.36,9,FALSE
46,9.87,2.72,10,TRUE
21,1.35,2.21,18,FALSE
35,2.07,9.13,17,FALSE
39,0.42,0.41,7,FALSE
12,9.72,6.56,9,TRUE
10,9.99,0.48,20,FALSE
12,8.27,3.08,8,TRUE
29,5.68,2.89,21,TRUE
4,5.13,2.3,13,FALSE
1,9.53,4.87,15,FALSE
25,7.92,6.25,20,TRUE
50,2.23,2.58,15,FALSE
21,1.69,2.68,11,FALSE
47,6.71,4.76,7,TRUE
48,4.07,1.27,15,TRUE
1,1.46,6.79,13,FALSE
28,6.89,9.69,11,FALSE
37,1.1,4.95,13,FALSE
19,0.9,6.17,13,FALSE
38,2.56,6.04,10,FALSE
21,0.78,2.0,12,FALSE
23,5.31,6.0,19,FALSE
28,6.27,0.88,21,TRUE
42,3.82,2.04,10,TRUE
31,9.78,0.17,14,TRUE
30,5.54,2.27,19,TRUE
2,3.85,4.47,21,FALSE
19,6.49,0.6,10,TRUE
16,4.06,3.61,12,FALSE
37,7.91,5.43,16,TRUE
34,4.81,9.53,17,FALSE
14,9.46,2.07,18,TRUE
30,6.2,7.83,18,FALSE
21,0.6,4.33,15,FALSE
41,4.69,7.32,12,FALSE
46,3.54,7.26,13,FALSE
45,7.7,5.64,10,TRUE
14,7.68,0.6,20,TRUE
16,4.38,7.91,16,FALSE
27,0.28,1.43,21,FALSE
12,5.31,2.61,17,TRUE
23,1.83,8.07,11,FALSE
21,6.87,2.72,19,TRUE
12,7.39,5.76,20,TRUE
19,3.6,5.34,20,FALSE
46,1.47,2.61,7,FALSE
26,2.93,3.48,8,FALSE
38,2.44,2.68,8,FALSE
44,2.07,6.6,18,FALSE
35,8.51,5.96,12,TRUE
47,3.37,0.36,19,TRUE
19,6.26,2.64,14,TRUE
37,5.74,7.08,7,FALSE
40,5.51,0.66,18,TRUE
41,2.55,3.15,8,FALSE
13,3.3,6.93,12,FALSE
9,7.99,7.51,12,FALSE
18,1.72,3.17,16,FALSE
11,3.94,7.89,20,FALSE
9,2.46,9.1,14,FALSE
21,3.48,7.72,12,FALSE
11,1.92,5.04,9,FALSE
34,8.9,8.21,21,FALSE
26,9.19,6.87,11,TRUE
0,0.55,3.43,18,FALSE
50,1.4,2.51,20,FALSE
32,4.24,5.43,16,FALSE
39,3.37,4.66,19,FALSE
33,0.72,1.42,21,FALSE
14,0.1,2.66,17,FALSE
6,7.88,6.55,16,FALSE
35,2.34,9.62,19,FALSE
28,3.37,8.06,9,FALSE
6,6.87,2.23,21,FALSE
37,5.77,3.3,18,TRUE
40,1.71,7.33,18,FALSE
25,5.31,4.79,20,FALSE
16,0.5,0.81,15,FALSE
42,5.45,0.05,7,TRUE
36,5.9,2.46,11,TRUE
40,1.69,6.07,16,FALSE
25,8.83,3.14,20,TRUE
0,6.26,8.48,18,FALSE
20,8.04,9.0,8,FALSE
22,2.55,8.95,14,FALSE
22,3.0,4.99,13,FALSE
42,5.04,4.22,15,FALSE
14,0.35,2.01,13,FALSE
10,4.22,0.0,13,FALSE
4,1.76,8.64,17,FALSE
10,4.64,7.38,7,FALSE
41,2.55,6.61,18,FALSE
25,0.09,4.5,21,FALSE
34,5.26,1.2,10,TRUE
39,3.59,4.44,21,FALSE
43,1.42,4.49,11,FALSE
3,5.13,8.68,19,FALSE
24,4.55,3.1,21,FALSE
43,0.63,9.12,21,FALSE
12,1.79,7.07,10,FALSE
28,7.89,5.62,15,TRUE
20,6.64,1.67,12,TRUE
16,0.65,8.8,16,FALSE
14,6.28,7.92,8,FALSE
41,3.82,8.95,16,FALSE
1,5.57,3.24,20,FALSE
34,5.2,5.01,14,FALSE
12,0.85,7.39,11,FALSE
38,8.13,0.36,19,TRUE
0,3.15,5.12,18,FALSE
6,5.26,9.82,16,FALSE
39,6.05,5.1,8,FALSE
18,0.38,2.71,12,FALSE
21,0.56,4.33,21,FALSE
30,0.23,2.37,9,FALSE
28,2.92,9.81,11,FALSE
22,2.56,2.17,21,FALSE
14,4.3,8.02,17,FALSE
25,6.09,7.08,18,FALSE
42,6.83,1.24,11,TRUE
47,3.28,3.85,14,FALSE
9,4.14,0.97,17,FALSE
17,7.9,6.16,19,TRUE
46,2.72,3.08,7,FALSE
8,2.76,8.42,19,FALSE
33,0.7,5.45,11,FALSE
13,4.84,6.72,20,FALSE
13,7.79,8.99,12,FALSE
8,0.27,1.5,12,FALSE
25,7.29,6.76,16,FALSE
12,9.2,8.33,21,FALSE
2,0.45,9.81,15,FALSE
27,3.62,3.99,15,FALSE
19,4.32,2.91,15,FALSE
22,1.63,8.51,18,FALSE
12,2.09,6.97,20,FALSE
2,4.41,0.03,13,FALSE
41,2.76,9.68,21,FALSE
13,5.09,2.34,8,TRUE
19,2.48,3.41,16,FALSE
41,0.38,7.97,20,FALSE
44,5.86,0.23,12,TRUE
25,9.97,0.65,13,TRUE
43,1.7,3.82,17,FALSE
30,7.43,4.07,20,TRUE
29,2.39,2.15,11,FALSE
19,5.5,2.05,11,TRUE
25,2.69,4.2,12,FALSE
45,1.38,6.22,14,FALSE
45,5.3,6.15,18,FALSE
4,2.82,3.1,16,FALSE
48,1.61,5.84,9,FALSE
21,7.15,0.4,18,TRUE
12,5.3,7.52,19,FALSE
9,9.05,4.48,13,FALSE
25,7.13,0.23,8,TRUE
34,4.62,6.33,11,FALSE
15,4.01,8.08,19,FALSE
28,1.61,8.89,11,FALSE
40,9.34,9.84,11,FALSE
20,5.88,5.9,11,FALSE
10,0.56,0.15,11,FALSE
31,0.19,6.63,14,FALSE
19,2.5,4.12,17,FALSE
32,4.05,4.31,17,FALSE
2,2.29,9.24,14,FALSE
21,0.25,2.81,7,FALSE
5,3.64,4.21,14,FALSE
40,2.76,1.35,18,FALSE
44,2.45,7.56,7,FALSE
39,5.74,4.37,20,FALSE
1,3.99,5.79,9,FALSE
29,2.85,8.19,16,FALSE
27,2.17,9.73,21,FALSE
35,8.27,6.05,14,TRUE
13,0.16,9.08,11,FALSE
48,9.56,3.41,16,TRUE
9,2.09,6.34,8,FALSE
0,5.68,4.11,19,FALSE
9,2.82,3.35,14,FALSE
13,1.07,5.12,10,FALSE
29,4.58,6.15,10,FALSE
50,7.18,8.01,7,FALSE
7,9.92,7.57,11,FALSE
18,9.35,0.49,17,TRUE
34,6.19,6.61,12,FALSE
24,3.06,5.25,10,FALSE
35,6.72,3.46,10,TRUE
29,6.45,8.23,14,FALSE
8,9.31,3.72,10,FALSE
0,3.01,5.7,15,FALSE
45,6.8,9.14,16,FALSE
11,0.13,5.56,15,FALSE
28,0.97,8.51,12,FALSE
43,6.2,6.65,20,FALSE
11,3.56,1.9,12,TRUE
10,4.06,4.44,15,FALSE
45,9.97,7.49,20,TRUE
34,2.12,5.87,8,FALSE
35,4.8,7.94,15,FALSE
46,3.36,3.36,19,FALSE
9,4.63,3.14,17,FALSE
40,9.78,1.92,17,TRUE
42,2.69,8.17,11,FALSE
42,3.24,5.25,20,FALSE
49,9.86,4.37,10,TRUE
50,4.81,6.31,21,FALSE
15,5.59,0.62,10,TRUE
29,7.52,4.21,18,TRUE
30,5.7,7.0,13,FALSE
24,4.22,4.25,8,FALSE
38,6.31,4.45,8,TRUE
23,1.06,4.93,18,FALSE
35,5.52,1.53,9,TRUE
30,4.8,9.1,12,FALSE
10,9.82,3.85,20,FALSE
15,0.86,4.51,10,FALSE
29,4.4,8.03,16,FALSE
25,7.98,3.46,11,TRUE
6,3.3,5.06,14,FALSE
23,3.55,5.3,8,FALSE
17,9.09,1.16,9,TRUE
2,6.51,0.09,9,FALSE
48,1.96,7.14,10,FALSE
6,1.27,6.16,9,FALSE
50,7.16,9.97,20,FALSE
0,5.49,9.54,18,FALSE
1,7.42,2.82,10,FALSE
31,4.47,8.18,9,FALSE
29,7.69,3.83,16,TRUE
29,0.4,4.73,8,FALSE
32,6.66,5.99,8,FALSE
0,9.47,3.6,15,FALSE
17,9.84,4.88,11,TRUE
47,3.73,6.3,15,FALSE
50,1.37,4.09,9,FALSE
17,8.41,4.66,21,TRUE
16,3.0,8.11,18,FALSE
0,8.29,3.69,17,FALSE
11,6.07,5.55,10,FALSE
45,8.2,6.41,8,TRUE
14,4.43,9.89,18,FALSE
35,3.65,6.49,17,FALSE
44,3.26,7.32,19,FALSE
28,5.58,5.81,20,FALSE
50,5.57,0.15,17,TRUE
16,8.95,8.39,10,FALSE
25,9.06,5.12,19,TRUE
6,8.78,0.02,8,FALSE
48,9.73,5.3,14,TRUE
14,6.74,1.53,18,TRUE
31,8.63,5.88,17,TRUE
37,4.6,2.94,13,TRUE
28,7.94,8.74,7,FALSE
5,4.03,4.16,16,FALSE
33,7.4,5.87,14,TRUE
4,4.85,1.75,12,FALSE
26,7.99,0.1,16,TRUE
9,9.14,0.49,13,FALSE
47,0.46,3.19,19,FALSE
48,2.18,4.3,19,FALSE
36,4.85,5.07,8,FALSE
6,1.68,1.21,21,FALSE
12,0.89,3.84,11,FALSE
1,6.68,5.91,14,FALSE
24,3.95,5.16,19,FALSE
37,7.25,5.96,20,FALSE
49,4.29,8.8,13,FALSE
8,0.41,9.0,15,FALSE
32,5.01,7.86,8,FALSE
30,3.8,8.69,18,FALSE
21,6.01,6.83,9,FALSE
38,5.35,5.26,13,FALSE
20,2.24,1.7,9,FALSE
43,4.65,7.12,16,FALSE
25,2.2,7.55,11,FALSE
45,0.12,3.79,17,FALSE
48,4.06,0.86,7,TRUE
40,3.54,8.47,7,FALSE
6,8.14,4.4,10,FALSE
1,0.39,0.91,13,FALSE
38,9.77,1.72,17,TRUE
7,4.73,9.79,14,FALSE
13,6.14,3.58,14,TRUE
34,3.51,0.74,19,TRUE
2,5.78,8.97,16,FALSE
5,4.69,0.43,8,FALSE
31,5.46,0.38,13,TRUE
0,3.15,0.65,7,FALSE
48,5.65,6.45,9,FALSE
14,7.64,4.61,14,TRUE
10,4.58,1.7,18,FALSE
47,4.26,8.52,12,FALSE
18,7.01,0.36,21,TRUE
16,1.18,7.66,14,FALSE
3,5.73,0.71,8,FALSE
0,8.13,7.6,19,FALSE
29,3.05,7.51,16,FALSE
14,7.4,0.29,11,TRUE
30,7.0,4.97,10,TRUE
38,1.55,9.17,10,FALSE
10,9.77,6.56,15,FALSE
30,9.25,6.19,18,TRUE
15,3.53,4.3,7,FALSE
30,9.8,7.05,12,TRUE
14,6.58,7.51,11,FALSE
11,1.13,8.64,16,FALSE
18,0.75,5.23,20,FALSE
3,0.65,7.25,19,FALSE
36,9.92,1.48,7,TRUE
2,4.47,0.61,14,FALSE
6,2.08,9.44,14,FALSE
39,2.02,3.42,12,FALSE
27,7.36,4.49,18,TRUE
23,3.62,9.66,14,FALSE
10,6.45,2.98,16,FALSE
22,8.64,7.07,14,TRUE
42,9.71,6.16,10,TRUE
6,3.76,2.58,10,FALSE
7,8.28,7.02,21,FALSE
18,3.36,4.83,10,FALSE
41,1.09,6.47,14,FALSE
24,6.24,7.17,15,FALSE
28,9.2,6.33,17,TRUE
9,3.51,6.37,8,FALSE
38,7.34,7.22,18,FALSE
27,6.19,0.65,11,TRUE
22,3.85,4.3,21,FALSE
16,2.13,8.03,14,FALSE
27,0.35,7.26,11,FALSE
29,8.52,8.39,7,FALSE
13,8.43,8.56,7,FALSE
4,0.1,2.92,11,FALSE
27,3.46,4.35,11,FALSE
10,7.27,8.3,16,FALSE
1,4.22,0.5,11,FALSE
32,0.29,6.86,15,FALSE
46,9.14,7.15,19,TRUE
40,9.11,1.56,9,TRUE
12,8.03,3.71,11,TRUE
29,8.74,3.98,15,TRUE
41,9.09,2.65,12,TRUE
37,7.82,3.1,17,TRUE
13,6.14,7.63,10,FALSE
33,0.37,4.74,15,FALSE
33,4.64,3.17,11,FALSE
35,1.94,2.86,9,FALSE
24,9.4,9.42,15,FALSE
35,6.19,8.43,16,FALSE
25,2.8,7.99,21,FALSE
12,4.73,1.29,21,TRUE
1,2.3,5.93,12,FALSE
50,9.19,4.7,20,TRUE
36,0.16,4.01,19,FALSE
4,2.47,4.65,16,FALSE
31,1.31,8.52,15,FALSE
36,7.65,0.74,12,TRUE
15,7.74,5.56,9,TRUE
34,8.25,3.82,8,TRUE
26,7.15,0.95,7,TRUE
13,0.88,1.97,10,FALSE
23,7.5,9.15,15,FALSE
30,5.04,0.2,9,TRUE
13,2.35,7.45,21,FALSE
26,4.67,5.21,7,FALSE
21,3.91,1.19,8,TRUE
6,9.07,0.58,8,FALSE
0,0.99,1.1,12,FALSE
29,3.91,7.61,20,FALSE
31,5.8,1.45,21,TRUE
15,9.34,6.89,21,TRUE
22,2.31,2.25,18,FALSE
1,5.9,1.85,19,FALSE
46,7.52,9.39,16,FALSE
30,7.59,2.02,9,TRUE
3,9.73,8.27,17,FALSE
14,1.56,8.6,9,FALSE
33,2.4,2.12,20,FALSE
22,2.01,7.15,21,FALSE
38,0.55,2.26,8,FALSE
16,3.45,5.46,9,FALSE
32,7.04,3.88,8,TRUE
31,5.94,3.02,7,TRUE
33,0.99,2.34,11,FALSE
15,8.81,1.03,7,TRUE
9,8.97,1.68,8,FALSE
13,3.66,0.59,12,TRUE
11,5.81,9.16,17,FALSE
19,2.95,1.72,14,FALSE
17,5.08,3.03,12,TRUE
19,7.2,9.82,18,FALSE
23,1.77,8.17,12,FALSE
32,2.05,9.83,9,FALSE
32,7.87,9.17,8,FALSE
41,5.91,4.37,12,TRUE
27,2.9,0.43,21,TRUE
15,9.83,5.29,21,TRUE
6,8.36,1.06,17,FALSE
16,1.38,5.88,9,FALSE
26,6.84,8.38,8,FALSE
45,3.2,0.18,11,TRUE
2,1.73,8.07,13,FALSE
9,7.14,3.19,11,FALSE
27,9.66,8.94,13,FALSE
36,7.09,5.2,11,TRUE
44,2.11,3.41,7,FALSE
20,6.63,5.78,16,FALSE
19,7.38,0.5,10,TRUE
24,3.08,9.17,19,FALSE
19,8.93,9.39,8,FALSE
27,3.17,1.46,13,TRUE
35,2.32,6.94,12,FALSE
38,9.28,1.41,7,TRUE
23,8.79,5.19,8,TRUE
33,9.83,0.72,15,TRUE
31,2.8,4.94,14,FALSE
7,3.32,0.18,11,FALSE
21,9.31,5.56,9,TRUE
39,6.22,1.81,16,TRUE
43,7.76,1.35,10,TRUE
19,9.57,8.84,14,FALSE
22,5.27,0.15,8,TRUE
19,6.87,6.75,12,FALSE
40,3.02,8.53,20,FALSE
47,4.28,5.36,21,FALSE
32,3.41,8.25,20,FALSE
47,2.26,4.79,19,FALSE
34,5.41,8.71,8,FALSE
33,0.54,8.63,13,FALSE
18,3.5,7.56,21,FALSE
35,6.35,9.08,19,FALSE
13,8.75,6.65,14,TRUE
18,6.33,9.66,14,FALSE
8,7.38,9.51,20,FALSE
32,1.21,8.51,9,FALSE
33,2.92,1.99,16,FALSE
38,3.12,1.4,9,TRUE
16,8.38,9.9,20,FALSE
15,9.64,9.44,11,FALSE
38,9.64,5.43,19,TRUE
20,2.3,6.97,11,FALSE
0,0.95,2.7,15,FALSE
32,8.39,3.44,19,TRUE
11,5.2,9.43,13,FALSE
50,2.09,5.64,7,FALSE
2,4.26,8.27,15,FALSE
41,8.27,5.66,13,TRUE
35,1.81,8.47,14,FALSE
29,2.44,6.61,11,FALSE
17,0.57,3.13,13,FALSE
49,9.73,0.39,16,TRUE
30,9.13,6.73,16,TRUE
28,9.36,1.93,14,TRUE
42,5.22,7.37,16,FALSE
18,1.55,9.71,15,FALSE
19,5.64,3.81,7,TRUE
20,9.26,2.3,14,TRUE
23,4.43,6.06,20,FALSE
34,1.11,6.39,20,FALSE
46,9.7,9.41,8,FALSE
30,4.43,1.99,17,TRUE
16,6.52,8.53,20,FALSE
8,9.65,8.38,11,FALSE
25,8.88,8.82,20,FALSE
5,3.7,1.52,16,FALSE
39,8.53,2.75,18,TRUE
38,0.6,4.48,9,FALSE
30,1.89,4.15,12,FALSE
35,4.77,8.18,13,FALSE
49,0.53,9.84,10,FALSE
36,7.61,9.52,19,FALSE
36,9.45,6.42,13,TRUE
4,0.33,1.26,13,FALSE
4,3.03,2.8,19,FALSE
3,6.58,5.81,16,FALSE
5,1.48,8.54,12,FALSE
6,5.78,3.1,9,FALSE
4,7.05,9.27,12,FALSE
44,7.58,0.31,10,TRUE
47,3.05,3.12,16,FALSE
4,2.16,9.37,14,FALSE
20,0.18,9.91,21,FALSE
3,2.3,4.31,15,FALSE
30,7.57,1.45,20,TRUE
6,3.72,6.97,13,FALSE
28,8.13,5.37,20,TRUE
47,3.05,7.05,9,FALSE
25,3.98,4.83,19,FALSE
15,0.21,1.04,18,FALSE
9,2.67,5.18,11,FALSE
14,7.35,6.23,21,FALSE
10,3.69,7.2,21,FALSE
22,5.54,3.44,13,TRUE
18,3.06,8.19,13,FALSE
1,6.85,4.67,13,FALSE
9,1.54,1.83,17,FALSE
14,7.93,8.94,13,FALSE
31,6.18,9.29,7,FALSE
42,7.91,1.38,17,TRUE
37,3.78,0.71,14,TRUE
17,6.56,9.69,20,FALSE
22,5.19,0.08,9,TRUE
22,4.72,8.01,19,FALSE
0,0.79,3.92,17,FALSE
43,8.51,4.72,12,TRUE
13,6.3,6.66,11,FALSE
15,8.27,0.01,12,TRUE
25,0.56,6.36,18,FALSE
26,0.72,3.83,10,FALSE
12,8.91,6.45,9,TRUE
5,3.69,3.3,19,FALSE
29,3.98,3.68,11,FALSE
34,1.7,6.12,17,FALSE
16,3.28,4.76,14,FALSE
42,9.0,8.74,14,FALSE
23,7.38,3.17,15,TRUE
8,4.95,0.51,16,FALSE
42,4.15,1.66,14,TRUE
25,8.46,5.05,21,TRUE
39,7.45,5.88,14,TRUE
38,9.37,2.64,16,TRUE
8,3.1,7.33,9,FALSE
0,1.07,5.17,13,FALSE
45,1.19,7.53,7,FALSE
0,0.57,9.33,17,FALSE
32,8.12,1.97,14,TRUE
33,7.29,9.93,15,FALSE
8,1.08,1.94,9,FALSE
14,7.44,6.9,19,FALSE
39,1.42,0.47,16,FALSE
10,1.4,7.34,14,FALSE
39,6.4,9.92,7,FALSE
33,8.61,4.86,7,TRUE
0,5.85,1.35,9,FALSE
32,5.59,8.03,18,FALSE
5,8.56,7.1,21,FALSE
20,5.34,7.79,13,FALSE
5,2.2,9.87,20,FALSE
23,2.1,7.91,20,FALSE
34,7.16,0.2,16,TRUE
49,8.62,5.89,13,TRUE
49,8.24,2.18,16,TRUE
18,8.7,2.62,21,TRUE
34,0.7,3.24,11,FALSE
38,6.46,7.64,17,FALSE
17,1.58,9.16,12,FALSE
13,4.59,3.7,16,FALSE
16,6.77,9.02,10,FALSE
23,3.32,5.55,20,FALSE
17,6.29,4.77,19,TRUE
16,1.51,9.33,18,FALSE
11,3.84,6.35,17,FALSE
32,3.51,1.09,19,TRUE
33,9.07,2.67,11,TRUE
34,7.72,9.3,15,FALSE
32,7.93,5.36,9,TRUE
27,7.54,9.19,8,FALSE
44,7.47,5.37,15,TRUE
28,5.58,6.87,18,FALSE
17,5.76,2.78,13,TRUE
1,5.26,0.77,21,FALSE
42,0.44,4.94,7,FALSE
50,3.51,1.5,11,TRUE
39,2.02,1.75,12,FALSE
30,2.0,0.7,12,FALSE
19,7.99,3.26,14,TRUE
20,9.32,1.2,18,TRUE
7,4.36,2.42,13,FALSE
43,8.22,5.53,19,TRUE
14,4.39,8.81,12,FALSE
16,3.11,7.79,7,FALSE
41,0.49,0.87,12,FALSE
14,0.44,5.64,14,FALSE
37,0.13,7.22,16,FALSE
11,7.58,1.85,7,TRUE
10,6.42,6.39,9,FALSE
31,4.34,4.11,7,FALSE
20,4.77,6.51,20,FALSE
18,5.3,4.29,12,FALSE
20,3.3,6.76,19,FALSE
3,3.49,5.5,12,FALSE
47,2.21,4.2,7,FALSE
40,6.84,2.71,10,TRUE
14,4.44,5.48,10,FALSE
40,4.99,6.83,11,FALSE
10,6.02,3.89,10,FALSE
44,8.6,6.17,19,TRUE
27,0.4,9.42,18,FALSE
40,4.83,7.78,13,FALSE
18,2.77,4.73,12,FALSE
14,9.25,3.11,15,TRUE
43,0.14,6.05,19,FALSE
19,4.99,6.65,15,FALSE
36,2.77,3.25,9,FALSE
11,6.47,9.2,13,FALSE
33,6.96,4.87,20,TRUE
42,1.81,9.45,16,FALSE
18,8.04,3.37,19,TRUE
25,8.98,2.4,18,TRUE
46,3.05,1.55,21,FALSE
48,5.57,0.27,19,TRUE
14,6.41,8.11,13,FALSE
33,9.02,2.36,17,TRUE
18,4.65,2.81,20,TRUE
25,0.73,4.87,14,FALSE
20,2.82,8.01,10,FALSE
5,4.81,4.56,15,FALSE
36,3.0,7.33,11,FALSE
30,7.62,2.93,12,TRUE
32,6.02,1.62,14,TRUE
31,0.92,9.88,9,FALSE
45,2.08,3.11,15,FALSE
19,6.98,1.28,9,TRUE
45,3.92,3.36,11,FALSE
20,8.37,1.68,19,TRUE
4,4.83,6.79,12,FALSE
23,1.25,9.76,11,FALSE
7,1.97,6.22,21,FALSE
4,9.45,8.44,16,FALSE
17,9.72,3.02,16,TRUE
7,0.67,2.01,15,FALSE
4,8.58,0.83,19,FALSE
50,5.72,5.16,10,FALSE
24,0.42,9.01,8,FALSE
27,7.23,0.58,17,TRUE
37,9.19,0.85,15,TRUE
26,5.96,8.05,11,FALSE
49,3.9,5.47,18,FALSE
26,9.97,0.47,13,TRUE
33,1.81,1.07,14,FALSE
35,4.49,7.17,11,FALSE
47,5.7,2.5,13,TRUE
4,7.98,3.89,16,FALSE
13,4.49,1.3,7,TRUE
0,3.38,8.84,13,FALSE
9,1.35,8.97,14,FALSE
28,2.87,3.66,7,FALSE
27,9.95,5.09,14,TRUE
48,1.21,1.28,17,FALSE
23,1.71,9.11,16,FALSE
14,8.87,8.83,10,FALSE
24,4.24,2.94,20,FALSE
21,2.76,7.33,14,FALSE
15,6.35,5.63,17,FALSE
0,7.73,9.74,7,FALSE
