day_of_week,date,hour_of_day,wait_time_minutes
Wednesday,2023-03-08,9,18.3
Wednesday,2023-03-08,10,25.8
Wednesday,2023-03-08,11,31.4
Wednesday,2023-03-08,12,9.6
Wednesday,2023-03-08,13,8.5
Wednesday,2023-03-08,14,20.7
Wednesday,2023-03-08,15,21.1
Wednesday,2023-03-08,16,22.9
Wednesday,2023-03-08,17,12.4
Thursday,2023-03-09,9,14.7
Thursday,2023-03-09,10,6.2
Thursday,2023-03-09,11,13.4
Thursday,2023-03-09,12,11.1
Thursday,2023-03-09,13,5.1
Thursday,2023-03-09,14,29.7
Thursday,2023-03-09,15,5.4
Thursday,2023-03-09,16,8.8
Thursday,2023-03-09,17,9.0
Friday,2023-03-10,9,6.0
Friday,2023-03-10,10,23.3
Friday,2023-03-10,11,34.8
Friday,2023-03-10,12,20.4
Friday,2023-03-10,13,16.0
Friday,2023-03-10,14,16.8
Friday,2023-03-10,15,6.5
Friday,2023-03-10,16,23.1
Friday,2023-03-10,17,9.1
Saturday,2023-03-11,9,17.4
Saturday,2023-03-11,10,20.7
Saturday,2023-03-11,11,21.6
Saturday,2023-03-11,12,15.5
Saturday,2023-03-11,13,14.9
Saturday,2023-03-11,14,8.0
Saturday,2023-03-11,15,5.4
Saturday,2023-03-11,16,16.8
Saturday,2023-03-11,17,19.9
Sunday,2023-03-12,9,14.8
Sunday,2023-03-12,10,11.5
Sunday,2023-03-12,11,23.8
Sunday,2023-03-12,12,11.7
Sunday,2023-03-12,13,9.4
Sunday,2023-03-12,14,5.0
Sunday,2023-03-12,15,15.8
Sunday,2023-03-12,16,5.4
Sunday,2023-03-12,17,18.4
Monday,2023-03-13,9,21.8
Monday,2023-03-13,10,19.5
Monday,2023-03-13,11,7.8
Monday,2023-03-13,12,18.4
Monday,2023-03-13,13,9.3
Monday,2023-03-13,14,18.1
Monday,2023-03-13,15,26.2
Monday,2023-03-13,16,22.9
Monday,2023-03-13,17,22.9
Tuesday,2023-03-14,9,10.5
Tuesday,2023-03-14,10,11.6
Tuesday,2023-03-14,11,8.4
Tuesday,2023-03-14,12,6.5
Tuesday,2023-03-14,13,18.4
Tuesday,2023-03-14,14,25.1
Tuesday,2023-03-14,15,6.5
Tuesday,2023-03-14,16,18.3
Tuesday,2023-03-14,17,22.7
Wednesday,2023-03-15,9,18.1
Wednesday,2023-03-15,10,16.4
Wednesday,2023-03-15,11,11.4
Wednesday,2023-03-15,12,8.9
Wednesday,2023-03-15,13,6.7
Wednesday,2023-03-15,14,26.7
Wednesday,2023-03-15,15,7.7
Wednesday,2023-03-15,16,19.7
Wednesday,2023-03-15,17,25.5
Thursday,2023-03-16,9,19.7
Thursday,2023-03-16,10,32.9
Thursday,2023-03-16,11,24.4
Thursday,2023-03-16,12,9.3
Thursday,2023-03-16,13,5.6
Thursday,2023-03-16,14,24.8
Thursday,2023-03-16,15,8.7
Thursday,2023-03-16,16,11.5
Thursday,2023-03-16,17,16.0
Friday,2023-03-17,9,8.7
Friday,2023-03-17,10,28.8
Friday,2023-03-17,11,24.6
Friday,2023-03-17,12,8.6
Friday,2023-03-17,13,10.9
Friday,2023-03-17,14,8.4
Friday,2023-03-17,15,27.5
Friday,2023-03-17,16,28.6
Friday,2023-03-17,17,11.3
Saturday,2023-03-18,9,9.2
Saturday,2023-03-18,10,14.4
Saturday,2023-03-18,11,20.4
Saturday,2023-03-18,12,16.2
Saturday,2023-03-18,13,7.1
Saturday,2023-03-18,14,18.4
Saturday,2023-03-18,15,10.4
Saturday,2023-03-18,16,22.5
Saturday,2023-03-18,17,15.7
Sunday,2023-03-19,9,12.8
Sunday,2023-03-19,10,13.5
Sunday,2023-03-19,11,13.8
Sunday,2023-03-19,12,14.1
Sunday,2023-03-19,13,11.5
Sunday,2023-03-19,14,5.0
Sunday,2023-03-19,15,18.8
Sunday,2023-03-19,16,14.8
Sunday,2023-03-19,17,14.2
Monday,2023-03-20,9,32.8
Monday,2023-03-20,10,7.2
Monday,2023-03-20,11,33.9
Monday,2023-03-20,12,10.2
Monday,2023-03-20,13,11.7
Monday,2023-03-20,14,9.1
Monday,2023-03-20,15,28.8
Monday,2023-03-20,16,9.7
Monday,2023-03-20,17,24.3
Tuesday,2023-03-21,9,30.4
Tuesday,2023-03-21,10,15.6
Tuesday,2023-03-21,11,28.3
Tuesday,2023-03-21,12,20.3
Tuesday,2023-03-21,13,12.3
Tuesday,2023-03-21,14,6.6
Tuesday,2023-03-21,15,23.4
Tuesday,2023-03-21,16,13.9
Tuesday,2023-03-21,17,10.7
Wednesday,2023-03-22,9,23.6
Wednesday,2023-03-22,10,29.9
Wednesday,2023-03-22,11,29.7
Wednesday,2023-03-22,12,11.8
Wednesday,2023-03-22,13,16.8
Wednesday,2023-03-22,14,5.2
Wednesday,2023-03-22,15,27.4
Wednesday,2023-03-22,16,25.8
Wednesday,2023-03-22,17,9.7
Thursday,2023-03-23,9,23.6
Thursday,2023-03-23,10,30.0
Thursday,2023-03-23,11,30.1
Thursday,2023-03-23,12,20.1
Thursday,2023-03-23,13,23.1
Thursday,2023-03-23,14,23.2
Thursday,2023-03-23,15,5.3
Thursday,2023-03-23,16,26.2
Thursday,2023-03-23,17,19.7
Friday,2023-03-24,9,12.9
Friday,2023-03-24,10,33.6
Friday,2023-03-24,11,30.7
Friday,2023-03-24,12,22.4
Friday,2023-03-24,13,5.3
Friday,2023-03-24,14,22.6
Friday,2023-03-24,15,6.0
Friday,2023-03-24,16,6.5
Friday,2023-03-24,17,28.7
Saturday,2023-03-25,9,18.3
Saturday,2023-03-25,10,14.8
Saturday,2023-03-25,11,17.8
Saturday,2023-03-25,12,5.0
Saturday,2023-03-25,13,11.0
Saturday,2023-03-25,14,20.7
Saturday,2023-03-25,15,13.9
Saturday,2023-03-25,16,17.1
Saturday,2023-03-25,17,10.9
Sunday,2023-03-26,9,13.5
Sunday,2023-03-26,10,20.7
Sunday,2023-03-26,11,11.3
Sunday,2023-03-26,12,5.7
Sunday,2023-03-26,13,5.0
Sunday,2023-03-26,14,8.8
Sunday,2023-03-26,15,9.7
Sunday,2023-03-26,16,11.3
Sunday,2023-03-26,17,11.8
Monday,2023-03-27,9,29.6
Monday,2023-03-27,10,25.0
Monday,2023-03-27,11,22.6
Monday,2023-03-27,12,13.0
Monday,2023-03-27,13,5.0
Monday,2023-03-27,14,14.2
Monday,2023-03-27,15,29.8
Monday,2023-03-27,16,15.0
Monday,2023-03-27,17,32.4
Tuesday,2023-03-28,9,24.5
Tuesday,2023-03-28,10,7.6
Tuesday,2023-03-28,11,28.6
Tuesday,2023-03-28,12,5.0
Tuesday,2023-03-28,13,15.0
Tuesday,2023-03-28,14,18.8
Tuesday,2023-03-28,15,24.8
Tuesday,2023-03-28,16,15.7
Tuesday,2023-03-28,17,26.6
Wednesday,2023-03-29,9,23.1
Wednesday,2023-03-29,10,27.7
Wednesday,2023-03-29,11,17.8
Wednesday,2023-03-29,12,5.0
Wednesday,2023-03-29,13,16.2
Wednesday,2023-03-29,14,29.6
Wednesday,2023-03-29,15,15.5
Wednesday,2023-03-29,16,24.3
Wednesday,2023-03-29,17,11.2
Thursday,2023-03-30,9,19.2
Thursday,2023-03-30,10,17.4
Thursday,2023-03-30,11,17.3
Thursday,2023-03-30,12,5.0
Thursday,2023-03-30,13,20.3
Thursday,2023-03-30,14,13.1
Thursday,2023-03-30,15,26.6
Thursday,2023-03-30,16,14.5
Thursday,2023-03-30,17,17.6
Friday,2023-03-31,9,16.4
Friday,2023-03-31,10,21.9
Friday,2023-03-31,11,11.4
Friday,2023-03-31,12,5.0
Friday,2023-03-31,13,19.9
Friday,2023-03-31,14,7.8
Friday,2023-03-31,15,28.9
Friday,2023-03-31,16,30.1
Friday,2023-03-31,17,21.1
Saturday,2023-04-01,9,12.3
Saturday,2023-04-01,10,23.7
Saturday,2023-04-01,11,19.6
Saturday,2023-04-01,12,5.0
Saturday,2023-04-01,13,5.1
Saturday,2023-04-01,14,16.7
Saturday,2023-04-01,15,10.9
Saturday,2023-04-01,16,19.3
Saturday,2023-04-01,17,17.1
Sunday,2023-04-02,9,17.0
Sunday,2023-04-02,10,17.5
Sunday,2023-04-02,11,16.0
Sunday,2023-04-02,12,16.2
Sunday,2023-04-02,13,8.0
Sunday,2023-04-02,14,18.2
Sunday,2023-04-02,15,5.3
Sunday,2023-04-02,16,21.7
Sunday,2023-04-02,17,10.9
Monday,2023-04-03,9,31.0
Monday,2023-04-03,10,33.8
Monday,2023-04-03,11,23.6
Monday,2023-04-03,12,16.4
Monday,2023-04-03,13,9.9
Monday,2023-04-03,14,7.1
Monday,2023-04-03,15,23.3
Monday,2023-04-03,16,24.9
Monday,2023-04-03,17,8.8
Tuesday,2023-04-04,9,27.4
Tuesday,2023-04-04,10,29.4
Tuesday,2023-04-04,11,28.4
Tuesday,2023-04-04,12,8.1
Tuesday,2023-04-04,13,15.5
Tuesday,2023-04-04,14,17.1
Tuesday,2023-04-04,15,7.5
Tuesday,2023-04-04,16,32.4
Tuesday,2023-04-04,17,22.1
Wednesday,2023-04-05,9,17.3
Wednesday,2023-04-05,10,22.8
Wednesday,2023-04-05,11,24.5
Wednesday,2023-04-05,12,19.6
Wednesday,2023-04-05,13,10.2
Wednesday,2023-04-05,14,7.8
Wednesday,2023-04-05,15,13.9
Wednesday,2023-04-05,16,11.2
Wednesday,2023-04-05,17,21.1
Thursday,2023-04-06,9,7.1
Thursday,2023-04-06,10,16.2
Thursday,2023-04-06,11,18.9
Thursday,2023-04-06,12,7.8
Thursday,2023-04-06,13,15.5
Thursday,2023-04-06,14,5.4
Thursday,2023-04-06,15,19.3
Thursday,2023-04-06,16,7.1
Thursday,2023-04-06,17,24.3
Friday,2023-04-07,9,34.9
Friday,2023-04-07,10,16.5
Friday,2023-04-07,11,35.1
Friday,2023-04-07,12,14.1
Friday,2023-04-07,13,11.0
Friday,2023-04-07,14,13.9
Friday,2023-04-07,15,27.6
Friday,2023-04-07,16,11.1
Friday,2023-04-07,17,28.2
Saturday,2023-04-08,9,12.7
Saturday,2023-04-08,10,19.3
Saturday,2023-04-08,11,12.1
Saturday,2023-04-08,12,5.0
Saturday,2023-04-08,13,5.0
Saturday,2023-04-08,14,7.2
Saturday,2023-04-08,15,13.3
Saturday,2023-04-08,16,15.8
Saturday,2023-04-08,17,16.4
Sunday,2023-04-09,9,22.4
Sunday,2023-04-09,10,18.9
Sunday,2023-04-09,11,18.6
Sunday,2023-04-09,12,6.7
Sunday,2023-04-09,13,5.0
Sunday,2023-04-09,14,6.9
Sunday,2023-04-09,15,15.9
Sunday,2023-04-09,16,5.0
Sunday,2023-04-09,17,9.0
Monday,2023-04-10,9,35.6
Monday,2023-04-10,10,16.7
Monday,2023-04-10,11,33.3
Monday,2023-04-10,12,22.8
Monday,2023-04-10,13,15.7
Monday,2023-04-10,14,15.8
Monday,2023-04-10,15,13.1
Monday,2023-04-10,16,15.8
Monday,2023-04-10,17,11.3
Tuesday,2023-04-11,9,21.5
Tuesday,2023-04-11,10,21.4
Tuesday,2023-04-11,11,17.6
Tuesday,2023-04-11,12,7.2
Tuesday,2023-04-11,13,5.0
Tuesday,2023-04-11,14,14.2
Tuesday,2023-04-11,15,7.3
Tuesday,2023-04-11,16,8.2
Tuesday,2023-04-11,17,26.8
Wednesday,2023-04-12,9,21.9
Wednesday,2023-04-12,10,25.7
Wednesday,2023-04-12,11,9.5
Wednesday,2023-04-12,12,11.9
Wednesday,2023-04-12,13,14.2
Wednesday,2023-04-12,14,18.4
Wednesday,2023-04-12,15,28.2
Wednesday,2023-04-12,16,19.0
Wednesday,2023-04-12,17,18.9
Thursday,2023-04-13,9,17.7
Thursday,2023-04-13,10,19.5
Thursday,2023-04-13,11,29.1
Thursday,2023-04-13,12,6.7
Thursday,2023-04-13,13,15.3
Thursday,2023-04-13,14,11.6
Thursday,2023-04-13,15,27.2
Thursday,2023-04-13,16,14.9
Thursday,2023-04-13,17,30.9
Friday,2023-04-14,9,35.2
Friday,2023-04-14,10,33.6
Friday,2023-04-14,11,33.0
Friday,2023-04-14,12,19.2
Friday,2023-04-14,13,6.5
Friday,2023-04-14,14,13.9
Friday,2023-04-14,15,8.3
Friday,2023-04-14,16,17.6
Friday,2023-04-14,17,32.9
Saturday,2023-04-15,9,8.3
Saturday,2023-04-15,10,16.7
Saturday,2023-04-15,11,17.7
Saturday,2023-04-15,12,12.1
Saturday,2023-04-15,13,12.6
Saturday,2023-04-15,14,9.5
Saturday,2023-04-15,15,9.2
Saturday,2023-04-15,16,19.9
Saturday,2023-04-15,17,5.0
Sunday,2023-04-16,9,16.8
Sunday,2023-04-16,10,18.2
Sunday,2023-04-16,11,7.9
Sunday,2023-04-16,12,6.7
Sunday,2023-04-16,13,5.9
Sunday,2023-04-16,14,18.5
Sunday,2023-04-16,15,13.3
Sunday,2023-04-16,16,20.1
Sunday,2023-04-16,17,14.3
Monday,2023-04-17,9,30.3
Monday,2023-04-17,10,23.4
Monday,2023-04-17,11,32.0
Monday,2023-04-17,12,5.0
Monday,2023-04-17,13,16.7
Monday,2023-04-17,14,8.9
Monday,2023-04-17,15,27.9
Monday,2023-04-17,16,8.6
Monday,2023-04-17,17,8.7
Tuesday,2023-04-18,9,28.8
Tuesday,2023-04-18,10,20.3
Tuesday,2023-04-18,11,9.9
Tuesday,2023-04-18,12,23.9
Tuesday,2023-04-18,13,15.6
Tuesday,2023-04-18,14,23.4
Tuesday,2023-04-18,15,5.4
Tuesday,2023-04-18,16,23.4
Tuesday,2023-04-18,17,10.3
Wednesday,2023-04-19,9,29.4
Wednesday,2023-04-19,10,33.7
Wednesday,2023-04-19,11,18.9
Wednesday,2023-04-19,12,21.6
Wednesday,2023-04-19,13,8.9
Wednesday,2023-04-19,14,22.1
Wednesday,2023-04-19,15,7.7
Wednesday,2023-04-19,16,9.2
Wednesday,2023-04-19,17,19.6
Thursday,2023-04-20,9,32.1
Thursday,2023-04-20,10,19.2
Thursday,2023-04-20,11,31.5
Thursday,2023-04-20,12,17.3
Thursday,2023-04-20,13,12.7
Thursday,2023-04-20,14,28.7
Thursday,2023-04-20,15,15.2
Thursday,2023-04-20,16,20.0
Thursday,2023-04-20,17,19.7
Friday,2023-04-21,9,33.1
Friday,2023-04-21,10,30.0
Friday,2023-04-21,11,16.2
Friday,2023-04-21,12,11.2
Friday,2023-04-21,13,5.7
Friday,2023-04-21,14,14.4
Friday,2023-04-21,15,19.7
Friday,2023-04-21,16,10.7
Friday,2023-04-21,17,29.5
Saturday,2023-04-22,9,12.3
Saturday,2023-04-22,10,11.6
Saturday,2023-04-22,11,13.6
Saturday,2023-04-22,12,12.0
Saturday,2023-04-22,13,14.3
Saturday,2023-04-22,14,9.0
Saturday,2023-04-22,15,8.6
Saturday,2023-04-22,16,8.0
Saturday,2023-04-22,17,11.8
Sunday,2023-04-23,9,5.2
Sunday,2023-04-23,10,10.7
Sunday,2023-04-23,11,7.8
Sunday,2023-04-23,12,9.9
Sunday,2023-04-23,13,12.4
Sunday,2023-04-23,14,19.0
Sunday,2023-04-23,15,19.8
Sunday,2023-04-23,16,15.6
Sunday,2023-04-23,17,14.1
Monday,2023-04-24,9,32.6
Monday,2023-04-24,10,31.4
Monday,2023-04-24,11,9.9
Monday,2023-04-24,12,19.2
Monday,2023-04-24,13,11.4
Monday,2023-04-24,14,8.3
Monday,2023-04-24,15,10.0
Monday,2023-04-24,16,12.7
Monday,2023-04-24,17,29.9
Tuesday,2023-04-25,9,19.6
Tuesday,2023-04-25,10,15.7
Tuesday,2023-04-25,11,11.0
Tuesday,2023-04-25,12,6.4
Tuesday,2023-04-25,13,12.2
Tuesday,2023-04-25,14,22.8
Tuesday,2023-04-25,15,5.1
Tuesday,2023-04-25,16,22.2
Tuesday,2023-04-25,17,29.6
Wednesday,2023-04-26,9,25.3
Wednesday,2023-04-26,10,7.5
Wednesday,2023-04-26,11,20.6
Wednesday,2023-04-26,12,22.8
Wednesday,2023-04-26,13,9.2
Wednesday,2023-04-26,14,11.1
Wednesday,2023-04-26,15,5.6
Wednesday,2023-04-26,16,24.2
Wednesday,2023-04-26,17,30.6
Thursday,2023-04-27,9,8.0
Thursday,2023-04-27,10,30.6
Thursday,2023-04-27,11,13.6
Thursday,2023-04-27,12,22.6
Thursday,2023-04-27,13,17.3
Thursday,2023-04-27,14,29.4
Thursday,2023-04-27,15,15.8
Thursday,2023-04-27,16,24.4
Thursday,2023-04-27,17,16.7
Friday,2023-04-28,9,28.1
Friday,2023-04-28,10,25.6
Friday,2023-04-28,11,18.5
Friday,2023-04-28,12,21.6
Friday,2023-04-28,13,17.5
Friday,2023-04-28,14,17.3
Friday,2023-04-28,15,10.2
Friday,2023-04-28,16,9.5
Friday,2023-04-28,17,16.0
Saturday,2023-04-29,9,19.6
Saturday,2023-04-29,10,5.6
Saturday,2023-04-29,11,16.4
Saturday,2023-04-29,12,16.2
Saturday,2023-04-29,13,5.2
Saturday,2023-04-29,14,5.0
Saturday,2023-04-29,15,8.8
Saturday,2023-04-29,16,22.6
Saturday,2023-04-29,17,14.5
Sunday,2023-04-30,9,13.1
Sunday,2023-04-30,10,19.7
Sunday,2023-04-30,11,22.2
Sunday,2023-04-30,12,13.5
Sunday,2023-04-30,13,16.2
Sunday,2023-04-30,14,17.2
Sunday,2023-04-30,15,18.0
Sunday,2023-04-30,16,8.7
Sunday,2023-04-30,17,5.0
Monday,2023-05-01,9,33.3
Monday,2023-05-01,10,9.7
Monday,2023-05-01,11,17.9
Monday,2023-05-01,12,5.4
Monday,2023-05-01,13,8.2
Monday,2023-05-01,14,18.6
Monday,2023-05-01,15,16.5
Monday,2023-05-01,16,28.5
Monday,2023-05-01,17,19.0
Tuesday,2023-05-02,9,32.1
Tuesday,2023-05-02,10,27.3
Tuesday,2023-05-02,11,22.9
Tuesday,2023-05-02,12,23.4
Tuesday,2023-05-02,13,17.8
Tuesday,2023-05-02,14,17.8
Tuesday,2023-05-02,15,17.8
Tuesday,2023-05-02,16,5.7
Tuesday,2023-05-02,17,22.0
Wednesday,2023-05-03,9,29.0
Wednesday,2023-05-03,10,33.9
Wednesday,2023-05-03,11,25.3
Wednesday,2023-05-03,12,17.8
Wednesday,2023-05-03,13,14.3
Wednesday,2023-05-03,14,23.3
Wednesday,2023-05-03,15,19.8
Wednesday,2023-05-03,16,11.4
Wednesday,2023-05-03,17,22.5
Thursday,2023-05-04,9,19.6
Thursday,2023-05-04,10,11.5
Thursday,2023-05-04,11,14.9
Thursday,2023-05-04,12,14.1
Thursday,2023-05-04,13,7.1
Thursday,2023-05-04,14,27.6
Thursday,2023-05-04,15,5.1
Thursday,2023-05-04,16,25.5
Thursday,2023-05-04,17,12.7
Friday,2023-05-05,9,28.4
Friday,2023-05-05,10,14.8
Friday,2023-05-05,11,26.0
Friday,2023-05-05,12,20.1
Friday,2023-05-05,13,7.3
Friday,2023-05-05,14,9.4
Friday,2023-05-05,15,17.6
Friday,2023-05-05,16,27.1
Friday,2023-05-05,17,18.5
Saturday,2023-05-06,9,6.6
Saturday,2023-05-06,10,17.0
Saturday,2023-05-06,11,12.6
Saturday,2023-05-06,12,7.3
Saturday,2023-05-06,13,16.4
Saturday,2023-05-06,14,9.3
Saturday,2023-05-06,15,10.0
Saturday,2023-05-06,16,17.7
Saturday,2023-05-06,17,21.2
Sunday,2023-05-07,9,17.9
Sunday,2023-05-07,10,8.7
Sunday,2023-05-07,11,6.1
Sunday,2023-05-07,12,6.9
Sunday,2023-05-07,13,13.6
Sunday,2023-05-07,14,18.0
Sunday,2023-05-07,15,15.5
Sunday,2023-05-07,16,14.5
Sunday,2023-05-07,17,8.0
Monday,2023-05-08,9,30.7
Monday,2023-05-08,10,17.6
Monday,2023-05-08,11,22.3
Monday,2023-05-08,12,8.5
Monday,2023-05-08,13,7.1
Monday,2023-05-08,14,26.4
Monday,2023-05-08,15,28.5
Monday,2023-05-08,16,12.3
Monday,2023-05-08,17,14.8
Tuesday,2023-05-09,9,27.7
Tuesday,2023-05-09,10,21.8
Tuesday,2023-05-09,11,22.2
Tuesday,2023-05-09,12,23.0
Tuesday,2023-05-09,13,21.3
Tuesday,2023-05-09,14,10.3
Tuesday,2023-05-09,15,28.9
Tuesday,2023-05-09,16,31.7
Tuesday,2023-05-09,17,18.1
Wednesday,2023-05-10,9,7.5
Wednesday,2023-05-10,10,33.0
Wednesday,2023-05-10,11,16.3
Wednesday,2023-05-10,12,6.2
Wednesday,2023-05-10,13,8.3
Wednesday,2023-05-10,14,16.1
Wednesday,2023-05-10,15,13.8
Wednesday,2023-05-10,16,9.0
Wednesday,2023-05-10,17,18.9
Thursday,2023-05-11,9,29.3
Thursday,2023-05-11,10,20.3
Thursday,2023-05-11,11,18.6
Thursday,2023-05-11,12,19.6
Thursday,2023-05-11,13,7.2
Thursday,2023-05-11,14,5.1
Thursday,2023-05-11,15,17.7
Thursday,2023-05-11,16,21.2
Thursday,2023-05-11,17,25.5
Friday,2023-05-12,9,34.1
Friday,2023-05-12,10,13.0
Friday,2023-05-12,11,32.3
Friday,2023-05-12,12,23.2
Friday,2023-05-12,13,7.2
Friday,2023-05-12,14,6.6
Friday,2023-05-12,15,30.0
Friday,2023-05-12,16,21.0
Friday,2023-05-12,17,13.7
Saturday,2023-05-13,9,15.3
Saturday,2023-05-13,10,16.1
Saturday,2023-05-13,11,23.2
Saturday,2023-05-13,12,7.2
Saturday,2023-05-13,13,8.0
Saturday,2023-05-13,14,5.2
Saturday,2023-05-13,15,17.7
Saturday,2023-05-13,16,18.5
Saturday,2023-05-13,17,8.7
Sunday,2023-05-14,9,24.5
Sunday,2023-05-14,10,20.9
Sunday,2023-05-14,11,17.4
Sunday,2023-05-14,12,14.3
Sunday,2023-05-14,13,13.9
Sunday,2023-05-14,14,9.5
Sunday,2023-05-14,15,7.8
Sunday,2023-05-14,16,5.7
Sunday,2023-05-14,17,18.2
Monday,2023-05-15,9,20.5
Monday,2023-05-15,10,20.1
Monday,2023-05-15,11,10.1
Monday,2023-05-15,12,9.0
Monday,2023-05-15,13,15.3
Monday,2023-05-15,14,28.2
Monday,2023-05-15,15,17.3
Monday,2023-05-15,16,15.5
Monday,2023-05-15,17,14.4
Tuesday,2023-05-16,9,34.7
Tuesday,2023-05-16,10,32.4
Tuesday,2023-05-16,11,15.2
Tuesday,2023-05-16,12,9.2
Tuesday,2023-05-16,13,16.7
Tuesday,2023-05-16,14,5.4
Tuesday,2023-05-16,15,14.8
Tuesday,2023-05-16,16,14.4
Tuesday,2023-05-16,17,10.2
Wednesday,2023-05-17,9,30.8
Wednesday,2023-05-17,10,7.1
Wednesday,2023-05-17,11,26.6
Wednesday,2023-05-17,12,11.1
Wednesday,2023-05-17,13,13.2
Wednesday,2023-05-17,14,27.8
Wednesday,2023-05-17,15,30.0
Wednesday,2023-05-17,16,23.3
Wednesday,2023-05-17,17,27.2
Thursday,2023-05-18,9,28.3
Thursday,2023-05-18,10,29.7
Thursday,2023-05-18,11,13.8
Thursday,2023-05-18,12,15.2
Thursday,2023-05-18,13,14.7
Thursday,2023-05-18,14,8.3
Thursday,2023-05-18,15,7.9
Thursday,2023-05-18,16,18.6
Thursday,2023-05-18,17,30.5
Friday,2023-05-19,9,6.9
Friday,2023-05-19,10,13.0
Friday,2023-05-19,11,17.6
Friday,2023-05-19,12,13.4
Friday,2023-05-19,13,5.0
Friday,2023-05-19,14,14.9
Friday,2023-05-19,15,27.5
Friday,2023-05-19,16,9.1
Friday,2023-05-19,17,26.6
Saturday,2023-05-20,9,16.0
Saturday,2023-05-20,10,11.2
Saturday,2023-05-20,11,11.7
Saturday,2023-05-20,12,11.3
Saturday,2023-05-20,13,10.0
Saturday,2023-05-20,14,12.2
Saturday,2023-05-20,15,6.4
Saturday,2023-05-20,16,11.7
Saturday,2023-05-20,17,11.8
Sunday,2023-05-21,9,9.7
Sunday,2023-05-21,10,19.2
Sunday,2023-05-21,11,21.7
Sunday,2023-05-21,12,7.9
Sunday,2023-05-21,13,8.0
Sunday,2023-05-21,14,6.6
Sunday,2023-05-21,15,11.1
Sunday,2023-05-21,16,17.7
Sunday,2023-05-21,17,22.6
Monday,2023-05-22,9,6.8
Monday,2023-05-22,10,14.9
Monday,2023-05-22,11,20.1
Monday,2023-05-22,12,13.1
Monday,2023-05-22,13,24.0
Monday,2023-05-22,14,27.0
Monday,2023-05-22,15,11.5
Monday,2023-05-22,16,10.7
Monday,2023-05-22,17,14.7
Tuesday,2023-05-23,9,7.6
Tuesday,2023-05-23,10,35.3
Tuesday,2023-05-23,11,12.1
Tuesday,2023-05-23,12,5.3
Tuesday,2023-05-23,13,5.7
Tuesday,2023-05-23,14,13.6
Tuesday,2023-05-23,15,25.6
Tuesday,2023-05-23,16,10.0
Tuesday,2023-05-23,17,29.7
Wednesday,2023-05-24,9,17.3
Wednesday,2023-05-24,10,17.9
Wednesday,2023-05-24,11,13.8
Wednesday,2023-05-24,12,12.6
Wednesday,2023-05-24,13,20.1
Wednesday,2023-05-24,14,21.1
Wednesday,2023-05-24,15,8.4
Wednesday,2023-05-24,16,30.2
Wednesday,2023-05-24,17,9.5
Thursday,2023-05-25,9,15.8
Thursday,2023-05-25,10,24.4
Thursday,2023-05-25,11,22.9
Thursday,2023-05-25,12,5.0
Thursday,2023-05-25,13,23.4
Thursday,2023-05-25,14,12.8
Thursday,2023-05-25,15,10.6
Thursday,2023-05-25,16,27.4
Thursday,2023-05-25,17,7.8
Friday,2023-05-26,9,15.3
Friday,2023-05-26,10,33.5
Friday,2023-05-26,11,25.1
Friday,2023-05-26,12,12.9
Friday,2023-05-26,13,8.7
Friday,2023-05-26,14,16.1
Friday,2023-05-26,15,25.6
Friday,2023-05-26,16,32.5
Friday,2023-05-26,17,16.1
Saturday,2023-05-27,9,17.7
Saturday,2023-05-27,10,8.3
Saturday,2023-05-27,11,20.6
Saturday,2023-05-27,12,6.9
Saturday,2023-05-27,13,14.3
Saturday,2023-05-27,14,9.6
Saturday,2023-05-27,15,7.8
Saturday,2023-05-27,16,14.2
Saturday,2023-05-27,17,16.2
Sunday,2023-05-28,9,21.5
Sunday,2023-05-28,10,5.6
Sunday,2023-05-28,11,5.2
Sunday,2023-05-28,12,6.7
Sunday,2023-05-28,13,13.6
Sunday,2023-05-28,14,12.6
Sunday,2023-05-28,15,6.5
Sunday,2023-05-28,16,23.0
Sunday,2023-05-28,17,14.3
Monday,2023-05-29,9,26.8
Monday,2023-05-29,10,9.8
Monday,2023-05-29,11,18.1
Monday,2023-05-29,12,7.5
Monday,2023-05-29,13,20.5
Monday,2023-05-29,14,15.8
Monday,2023-05-29,15,22.1
Monday,2023-05-29,16,18.4
Monday,2023-05-29,17,15.6
Tuesday,2023-05-30,9,13.3
Tuesday,2023-05-30,10,15.3
Tuesday,2023-05-30,11,35.6
Tuesday,2023-05-30,12,14.5
Tuesday,2023-05-30,13,8.3
Tuesday,2023-05-30,14,7.5
Tuesday,2023-05-30,15,16.2
Tuesday,2023-05-30,16,15.7
Tuesday,2023-05-30,17,19.3
Wednesday,2023-05-31,9,12.3
Wednesday,2023-05-31,10,32.0
Wednesday,2023-05-31,11,11.7
Wednesday,2023-05-31,12,7.1
Wednesday,2023-05-31,13,10.3
Wednesday,2023-05-31,14,10.9
Wednesday,2023-05-31,15,7.6
Wednesday,2023-05-31,16,16.0
Wednesday,2023-05-31,17,32.2
Thursday,2023-06-01,9,29.1
Thursday,2023-06-01,10,15.5
Thursday,2023-06-01,11,30.3
Thursday,2023-06-01,12,7.3
Thursday,2023-06-01,13,19.4
Thursday,2023-06-01,14,5.3
Thursday,2023-06-01,15,18.1
Thursday,2023-06-01,16,6.5
Thursday,2023-06-01,17,8.7
Friday,2023-06-02,9,23.7
Friday,2023-06-02,10,20.0
